locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNJFBCIG_03763	CDS	1002				hypothetical protein
KNJFBCIG_03764	CDS	294				hypothetical protein
KNJFBCIG_03765	CDS	462	lrp_2		COG1522	Leucine-responsive regulatory protein
KNJFBCIG_03766	CDS	129				hypothetical protein
KNJFBCIG_03767	CDS	1233	bkdA1	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
KNJFBCIG_03768	CDS	1053	bkdA2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
KNJFBCIG_03769	CDS	1287	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
KNJFBCIG_03770	CDS	1395	lpdV	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
KNJFBCIG_03771	CDS	819				hypothetical protein
KNJFBCIG_03772	CDS	1446	alsT_3		COG1115	Amino-acid carrier protein AlsT
KNJFBCIG_03773	CDS	987	ansA	3.5.1.1	COG0252	L-asparaginase 1
KNJFBCIG_03774	CDS	987				hypothetical protein
KNJFBCIG_03775	CDS	876				hypothetical protein
KNJFBCIG_03776	CDS	1503	hpaB_2	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
KNJFBCIG_03777	CDS	648	cc4_1		COG2863	Cytochrome c4
KNJFBCIG_03778	CDS	939	pgrR_5			HTH-type transcriptional regulator PgrR
KNJFBCIG_03779	CDS	1023	kdgR_2		COG1609	HTH-type transcriptional regulator KdgR
KNJFBCIG_03780	CDS	783				hypothetical protein
KNJFBCIG_03781	CDS	951	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
KNJFBCIG_03782	CDS	1308	ttuB			Putative tartrate transporter
KNJFBCIG_03783	CDS	987	ghrB_2	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
KNJFBCIG_03784	CDS	717		1.1.99.3		Gluconate 2-dehydrogenase subunit 3
KNJFBCIG_03785	CDS	1776		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
KNJFBCIG_03786	CDS	1320		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
KNJFBCIG_03787	CDS	897				hypothetical protein
KNJFBCIG_03788	CDS	1071	pyrG_2	6.3.4.2		CTP synthase
KNJFBCIG_03789	CDS	1206				hypothetical protein
KNJFBCIG_03790	CDS	591	tetC_1			Transposon Tn10 TetC protein
KNJFBCIG_03791	CDS	516				hypothetical protein
KNJFBCIG_03792	CDS	1698	pbpC	3.4.16.4	COG0768	putative peptidoglycan D,D-transpeptidase PbpC
KNJFBCIG_03793	CDS	471	soxR_2		COG0789	Redox-sensitive transcriptional activator SoxR
KNJFBCIG_03794	CDS	378				hypothetical protein
KNJFBCIG_03795	CDS	1062	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
KNJFBCIG_03796	CDS	891	rhaS_10			HTH-type transcriptional activator RhaS
KNJFBCIG_03797	CDS	351	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
KNJFBCIG_03798	CDS	1284	arsB		COG1055	Arsenical pump membrane protein
KNJFBCIG_03799	CDS	471	arsC_4	1.20.4.4	COG0394	Arsenate reductase
KNJFBCIG_03800	CDS	693	arsH_2	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
KNJFBCIG_03801	CDS	945				hypothetical protein
KNJFBCIG_03802	CDS	429				hypothetical protein
KNJFBCIG_03803	CDS	1458				hypothetical protein
KNJFBCIG_03804	CDS	672				hypothetical protein
KNJFBCIG_03805	CDS	663				hypothetical protein
KNJFBCIG_03806	CDS	1545	htpX_4	3.4.24.-		Protease HtpX
KNJFBCIG_03807	CDS	636				hypothetical protein
KNJFBCIG_03808	CDS	288				hypothetical protein
KNJFBCIG_03809	CDS	2133	btuB_8			Vitamin B12 transporter BtuB
KNJFBCIG_03810	CDS	2412	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
KNJFBCIG_03811	CDS	1359	oprB_3		COG3659	Porin B
KNJFBCIG_03812	CDS	282				hypothetical protein
KNJFBCIG_03813	CDS	966				hypothetical protein
KNJFBCIG_03814	CDS	207				hypothetical protein
KNJFBCIG_03815	CDS	246				hypothetical protein
KNJFBCIG_03816	CDS	1725	aprA_1	1.8.99.2		Adenylylsulfate reductase subunit alpha
KNJFBCIG_03817	CDS	750	nagR_2		COG2188	HTH-type transcriptional repressor NagR
KNJFBCIG_03818	CDS	1452				hypothetical protein
KNJFBCIG_03819	CDS	543				hypothetical protein
KNJFBCIG_03820	CDS	6369	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
KNJFBCIG_03821	CDS	1020				hypothetical protein
KNJFBCIG_03822	CDS	1089				hypothetical protein
KNJFBCIG_03823	CDS	3750	lgrB_1			Linear gramicidin synthase subunit B
KNJFBCIG_03824	CDS	618	eamB		COG1280	Cysteine/O-acetylserine efflux protein
KNJFBCIG_03825	CDS	867				hypothetical protein
KNJFBCIG_03826	CDS	849	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
KNJFBCIG_03827	CDS	1023				hypothetical protein
KNJFBCIG_03828	CDS	888	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
KNJFBCIG_03829	CDS	159				hypothetical protein
KNJFBCIG_03830	CDS	633	sutR_1		COG1396	HTH-type transcriptional regulator SutR
KNJFBCIG_03831	CDS	504				hypothetical protein
KNJFBCIG_03832	CDS	1254	nepI		COG2814	Purine ribonucleoside efflux pump NepI
KNJFBCIG_03833	CDS	1176	estB_2	3.1.1.-	COG1680	Esterase EstB
KNJFBCIG_03834	CDS	894	pgrR_6			HTH-type transcriptional regulator PgrR
KNJFBCIG_03835	CDS	1299	puuB_7	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
KNJFBCIG_03836	CDS	366				hypothetical protein
KNJFBCIG_03837	CDS	1032	gntR_3			HTH-type transcriptional regulator GntR
KNJFBCIG_03838	CDS	522		2.7.1.12	COG3265	Gluconokinase
KNJFBCIG_03839	CDS	1353	gntT		COG2610	High-affinity gluconate transporter
KNJFBCIG_03840	CDS	144				hypothetical protein
KNJFBCIG_03841	CDS	1626	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
KNJFBCIG_03842	CDS	1260	sfnC_2	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
KNJFBCIG_03843	CDS	1236	soxC_3			Dibenzothiophene desulfurization enzyme C
KNJFBCIG_03844	CDS	1410	dmoA_2	1.14.13.131		Dimethyl-sulfide monooxygenase
KNJFBCIG_03845	CDS	216				hypothetical protein
KNJFBCIG_03846	CDS	216				hypothetical protein
KNJFBCIG_03847	CDS	390				hypothetical protein
KNJFBCIG_03848	CDS	957				hypothetical protein
KNJFBCIG_03849	CDS	195				IS3 family transposase IS222
KNJFBCIG_03850	CDS	1248	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
KNJFBCIG_03851	CDS	2892				hypothetical protein
KNJFBCIG_03852	CDS	711	ompR_2			Transcriptional regulatory protein OmpR
KNJFBCIG_03853	CDS	1617	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
KNJFBCIG_03854	CDS	210	cspA_3		COG1278	Major cold shock protein CspA
KNJFBCIG_03855	CDS	384				hypothetical protein
KNJFBCIG_03856	CDS	804	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
KNJFBCIG_03857	CDS	1152	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
KNJFBCIG_03858	CDS	2610				hypothetical protein
KNJFBCIG_03859	CDS	813	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
KNJFBCIG_03860	CDS	729				hypothetical protein
KNJFBCIG_03861	CDS	789				hypothetical protein
KNJFBCIG_03862	CDS	672	alyA_2	4.2.2.3		Alginate lyase
KNJFBCIG_03863	CDS	321				hypothetical protein
KNJFBCIG_03864	CDS	2058	lox	1.13.11.12		Linoleate 9/13-lipoxygenase
KNJFBCIG_03865	CDS	735				hypothetical protein
KNJFBCIG_03866	CDS	1197				Tn3 family transposase TnXax1
KNJFBCIG_03867	CDS	597	napC			Cytochrome c-type protein NapC
KNJFBCIG_03868	CDS	492	napB			Periplasmic nitrate reductase, electron transfer subunit
KNJFBCIG_03869	CDS	2505	napA_3	1.9.6.1		Periplasmic nitrate reductase
KNJFBCIG_03870	CDS	330	napD			Chaperone NapD
KNJFBCIG_03871	CDS	492	napF		COG1145	Ferredoxin-type protein NapF
KNJFBCIG_03872	CDS	168				hypothetical protein
KNJFBCIG_03873	CDS	603				hypothetical protein
KNJFBCIG_03874	CDS	678	phoP			Virulence transcriptional regulatory protein PhoP
KNJFBCIG_03875	CDS	1347	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
KNJFBCIG_03876	CDS	3363	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
KNJFBCIG_03877	CDS	1002				putative HTH-type transcriptional regulator
KNJFBCIG_03878	CDS	1311	dctA2		COG1301	C4-dicarboxylate transport protein 2
KNJFBCIG_03879	CDS	891	gcvA_7			Glycine cleavage system transcriptional activator
KNJFBCIG_03880	CDS	630	yfcG_4	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
KNJFBCIG_03881	CDS	1020	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
KNJFBCIG_03882	CDS	1140	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
KNJFBCIG_03883	CDS	1182	yfdE_3	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
KNJFBCIG_03884	CDS	498	sprT			Protein SprT
KNJFBCIG_03885	CDS	600	yohC_1			Inner membrane protein YohC
KNJFBCIG_03886	CDS	594				hypothetical protein
KNJFBCIG_03887	CDS	825	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
KNJFBCIG_03888	CDS	672				hypothetical protein
KNJFBCIG_03889	CDS	1419	ydgI		COG0531	Putative arginine/ornithine antiporter
KNJFBCIG_03890	CDS	765		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
KNJFBCIG_03891	CDS	1401	rocR		COG3829	Arginine utilization regulatory protein RocR
KNJFBCIG_03892	CDS	771	cobB_3	2.3.1.286		NAD-dependent protein deacetylase
KNJFBCIG_03893	CDS	612				hypothetical protein
KNJFBCIG_03894	CDS	534				hypothetical protein
KNJFBCIG_03895	CDS	663	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
KNJFBCIG_03896	CDS	915	dmlR_22			HTH-type transcriptional regulator DmlR
KNJFBCIG_03897	CDS	618	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
KNJFBCIG_03898	CDS	408				hypothetical protein
KNJFBCIG_03899	CDS	558		1.-.-.-	COG0431	NAD(P)H-dependent FMN reductase
KNJFBCIG_03900	CDS	948				hypothetical protein
KNJFBCIG_03901	CDS	474				hypothetical protein
KNJFBCIG_03902	CDS	1842	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
KNJFBCIG_03903	CDS	1500	ethA	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
KNJFBCIG_03904	CDS	936				hypothetical protein
KNJFBCIG_03905	CDS	699	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
KNJFBCIG_03906	CDS	636				hypothetical protein
KNJFBCIG_03907	CDS	1230	mdrP_2			Na(+), Li(+), K(+)/H(+) antiporter
KNJFBCIG_03908	CDS	960				hypothetical protein
KNJFBCIG_03909	CDS	1599				hypothetical protein
KNJFBCIG_03910	CDS	1479	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
KNJFBCIG_03911	CDS	747	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
KNJFBCIG_03912	CDS	1368		2.3.3.14		Homocitrate synthase
KNJFBCIG_03913	CDS	879				hypothetical protein
KNJFBCIG_03914	CDS	615				hypothetical protein
KNJFBCIG_03915	CDS	1263				hypothetical protein
KNJFBCIG_03916	CDS	1821	lgrB_2			Linear gramicidin synthase subunit B
KNJFBCIG_03917	CDS	1158	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
KNJFBCIG_03918	CDS	888	gcvA_8			Glycine cleavage system transcriptional activator
KNJFBCIG_03919	CDS	1041	aguA_1	3.5.3.12	COG2957	Putative agmatine deiminase
KNJFBCIG_03920	CDS	912		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
KNJFBCIG_03921	CDS	1113	spuD_2		COG0687	Putrescine-binding periplasmic protein SpuD
KNJFBCIG_03922	CDS	1122	aguA_2	3.5.3.12	COG2957	Agmatine deiminase
KNJFBCIG_03923	CDS	606	kefF_1	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
KNJFBCIG_03924	CDS	609				hypothetical protein
KNJFBCIG_03925	CDS	891				hypothetical protein
KNJFBCIG_03926	CDS	351				hypothetical protein
KNJFBCIG_03927	CDS	807	nimR_7			HTH-type transcriptional regulator NimR
KNJFBCIG_03928	CDS	189				hypothetical protein
KNJFBCIG_03929	CDS	909	aaeA_3		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
KNJFBCIG_03930	CDS	2040	aaeB_4			p-hydroxybenzoic acid efflux pump subunit AaeB
KNJFBCIG_03931	CDS	258				hypothetical protein
KNJFBCIG_03932	CDS	504				hypothetical protein
KNJFBCIG_03933	CDS	783	nimR_8			HTH-type transcriptional regulator NimR
KNJFBCIG_03934	CDS	1512	emrB_2			Colistin resistance protein EmrB
KNJFBCIG_03935	CDS	1152	emrA_3			Colistin resistance protein EmrA
KNJFBCIG_03936	CDS	1449	oprM_4		COG1538	Outer membrane protein OprM
KNJFBCIG_03937	CDS	156				hypothetical protein
KNJFBCIG_03938	CDS	885				hypothetical protein
KNJFBCIG_03939	CDS	798	paaF_5	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
KNJFBCIG_03940	CDS	561	yxaF_2			putative HTH-type transcriptional regulator YxaF
KNJFBCIG_03941	CDS	1773				hypothetical protein
KNJFBCIG_03942	CDS	2577	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
KNJFBCIG_03943	CDS	315				hypothetical protein
KNJFBCIG_03944	CDS	1245				hypothetical protein
KNJFBCIG_03945	CDS	1782	prsD_2			Type I secretion system ATP-binding protein PrsD
KNJFBCIG_03946	CDS	1299	prsE_2			Type I secretion system membrane fusion protein PrsE
KNJFBCIG_03947	CDS	1446	tolC_2		COG1538	Outer membrane protein TolC
KNJFBCIG_03948	CDS	1440	aprA_2	3.4.24.40	COG2931	Serralysin
KNJFBCIG_03949	CDS	396	inh			Proteinase inhibitor
KNJFBCIG_03950	CDS	1626				hypothetical protein
KNJFBCIG_03951	CDS	1005	lhpD	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
KNJFBCIG_03952	CDS	1581		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
KNJFBCIG_03953	CDS	918	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
KNJFBCIG_03954	CDS	1035		4.2.1.77	COG3938	putative trans-3-hydroxy-L-proline dehydratase
KNJFBCIG_03955	CDS	723	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
KNJFBCIG_03956	CDS	645	yecS_1		COG0765	L-cystine transport system permease protein YecS
KNJFBCIG_03957	CDS	666	yecS_2		COG0765	L-cystine transport system permease protein YecS
KNJFBCIG_03958	CDS	1743				hypothetical protein
KNJFBCIG_03959	CDS	822	artI		COG0834	Putative ABC transporter arginine-binding protein 2
KNJFBCIG_03960	CDS	798	rhaS_11			HTH-type transcriptional activator RhaS
KNJFBCIG_03961	CDS	1443	jefA			Drug efflux pump JefA
KNJFBCIG_03962	CDS	864				hypothetical protein
KNJFBCIG_03963	CDS	867	hdfR_5			HTH-type transcriptional regulator HdfR
KNJFBCIG_03964	CDS	903				hypothetical protein
KNJFBCIG_03965	CDS	1254	hcnB_1	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
KNJFBCIG_03966	CDS	237	hcnA_1	1.4.99.5	COG0446	Hydrogen cyanide synthase subunit HcnA
KNJFBCIG_03967	CDS	1116	hcnC_1	1.4.99.5		Hydrogen cyanide synthase subunit HcnC
KNJFBCIG_03968	CDS	945		5.1.1.8	COG3938	4-hydroxyproline 2-epimerase
KNJFBCIG_03969	CDS	669	glaR		COG1802	HTH-type transcriptional repressor GlaR
KNJFBCIG_03970	CDS	2061	aaeB_5			p-hydroxybenzoic acid efflux pump subunit AaeB
KNJFBCIG_03971	CDS	1839	btuB_9		COG4206	Vitamin B12 transporter BtuB
KNJFBCIG_03972	CDS	612	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
KNJFBCIG_03973	CDS	1308	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
KNJFBCIG_03974	CDS	657	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
KNJFBCIG_03975	CDS	939	cobD		COG1270	Cobalamin biosynthesis protein CobD
KNJFBCIG_03976	CDS	996	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
KNJFBCIG_03977	CDS	1473	cobQ			Cobyric acid synthase
KNJFBCIG_03978	CDS	522	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
KNJFBCIG_03979	CDS	1056	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KNJFBCIG_03980	CDS	585	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
KNJFBCIG_03981	CDS	738	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
KNJFBCIG_03982	CDS	1506	smvA			Methyl viologen resistance protein SmvA
KNJFBCIG_03983	CDS	561				hypothetical protein
KNJFBCIG_03984	CDS	1821	dmdC_4	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
KNJFBCIG_03985	CDS	414				hypothetical protein
KNJFBCIG_03986	CDS	1200				L-lactate transporter
KNJFBCIG_03987	CDS	555	btuE_2	1.11.1.15		Thioredoxin/glutathione peroxidase BtuE
KNJFBCIG_03988	CDS	1275	fadL		COG2067	Long-chain fatty acid transport protein
KNJFBCIG_03989	CDS	480				hypothetical protein
KNJFBCIG_03990	CDS	594	tetC_2			Transposon Tn10 TetC protein
KNJFBCIG_03991	CDS	840				hypothetical protein
KNJFBCIG_03992	CDS	855	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
KNJFBCIG_03993	CDS	1062				hypothetical protein
KNJFBCIG_03994	CDS	1125	rnd	3.1.13.5	COG0349	Ribonuclease D
KNJFBCIG_03995	CDS	294	ycgL		COG3100	Protein YcgL
KNJFBCIG_03996	CDS	933	ghrA	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
KNJFBCIG_03997	CDS	963	czcD_2		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
KNJFBCIG_03998	CDS	276	rcnR		COG1937	Transcriptional repressor RcnR
KNJFBCIG_03999	CDS	450				hypothetical protein
KNJFBCIG_04000	CDS	528	fecI_7		COG1595	putative RNA polymerase sigma factor FecI
KNJFBCIG_04001	CDS	984	fecR_5		COG3712	Protein FecR
KNJFBCIG_04002	CDS	2556	tdhA		COG1629	TonB-dependent heme receptor A
KNJFBCIG_04003	CDS	540				hypothetical protein
KNJFBCIG_04004	CDS	2052	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
KNJFBCIG_04005	CDS	474				hypothetical protein
KNJFBCIG_04006	CDS	462				hypothetical protein
KNJFBCIG_04007	CDS	774	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
KNJFBCIG_04008	CDS	525				hypothetical protein
KNJFBCIG_04009	CDS	861	cysL_1		COG0583	HTH-type transcriptional regulator CysL
KNJFBCIG_04010	CDS	1116	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
KNJFBCIG_04011	CDS	828	phnX_2	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
KNJFBCIG_04012	CDS	912	pgrR_7			HTH-type transcriptional regulator PgrR
KNJFBCIG_04013	CDS	1359	emrB_3			Multidrug export protein EmrB
KNJFBCIG_04014	CDS	387				hypothetical protein
KNJFBCIG_04015	CDS	615	betI_1			HTH-type transcriptional regulator BetI
KNJFBCIG_04016	CDS	1542	stp			Multidrug resistance protein Stp
KNJFBCIG_04017	CDS	996	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
KNJFBCIG_04018	CDS	1977	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
KNJFBCIG_04019	CDS	630	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
KNJFBCIG_04020	CDS	336	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
KNJFBCIG_04021	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
KNJFBCIG_04022	CDS	2199	bfrD_2		COG4774	putative TonB-dependent receptor BfrD
KNJFBCIG_04023	CDS	333				hypothetical protein
KNJFBCIG_04024	CDS	513				hypothetical protein
KNJFBCIG_04025	CDS	408	yybH		COG4319	putative protein YybH
KNJFBCIG_04026	CDS	1548	ilvA_1	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
KNJFBCIG_04027	CDS	1929				hypothetical protein
KNJFBCIG_04028	CDS	909	pgrR_8			HTH-type transcriptional regulator PgrR
KNJFBCIG_04029	CDS	417				hypothetical protein
KNJFBCIG_04030	CDS	780	actIII_2	1.3.1.-		Putative ketoacyl reductase
KNJFBCIG_04031	CDS	1548				hypothetical protein
KNJFBCIG_04032	CDS	624	tam_4	2.1.1.144		Trans-aconitate 2-methyltransferase
KNJFBCIG_04033	CDS	207				hypothetical protein
KNJFBCIG_04034	CDS	1113	nemA_3	1.3.1.-	COG1902	N-ethylmaleimide reductase
KNJFBCIG_04035	CDS	1326	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
KNJFBCIG_04036	CDS	1902	dctB_1	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
KNJFBCIG_04037	CDS	1089	ansB	3.5.1.38	COG0252	Glutaminase-asparaginase
KNJFBCIG_04038	CDS	1674	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
KNJFBCIG_04039	CDS	735	glnQ_2			Glutamine transport ATP-binding protein GlnQ
KNJFBCIG_04040	CDS	666	gltK		COG0765	Glutamate/aspartate import permease protein GltK
KNJFBCIG_04041	CDS	747	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
KNJFBCIG_04042	CDS	909	gltI_1		COG0834	Glutamate/aspartate import solute-binding protein
KNJFBCIG_04043	CDS	459				hypothetical protein
KNJFBCIG_04044	CDS	795	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KNJFBCIG_04045	CDS	1590				hypothetical protein
KNJFBCIG_04046	CDS	1566				hypothetical protein
KNJFBCIG_04047	CDS	693				hypothetical protein
KNJFBCIG_04048	CDS	339				hypothetical protein
KNJFBCIG_04049	CDS	351				hypothetical protein
KNJFBCIG_04050	CDS	153				hypothetical protein
KNJFBCIG_04051	CDS	750				hypothetical protein
KNJFBCIG_04052	CDS	1245				hypothetical protein
KNJFBCIG_04053	CDS	1212				putative transporter
KNJFBCIG_04054	CDS	414				hypothetical protein
KNJFBCIG_04055	CDS	426				hypothetical protein
KNJFBCIG_04056	CDS	270				hypothetical protein
KNJFBCIG_04057	CDS	1107				hypothetical protein
KNJFBCIG_04058	CDS	477				hypothetical protein
KNJFBCIG_04059	CDS	399				hypothetical protein
KNJFBCIG_04060	CDS	600	sutR_2		COG1396	HTH-type transcriptional regulator SutR
KNJFBCIG_04061	CDS	894	rhtA		COG5006	Threonine/homoserine exporter RhtA
KNJFBCIG_04062	CDS	1434	mdtK_2		COG0534	Multidrug resistance protein MdtK
KNJFBCIG_04063	CDS	324				hypothetical protein
KNJFBCIG_04064	CDS	525				hypothetical protein
KNJFBCIG_04065	CDS	843				hypothetical protein
KNJFBCIG_04066	CDS	2442	iutA_1			Ferric aerobactin receptor
KNJFBCIG_04067	CDS	837	yddE_3	5.1.-.-	COG0384	putative isomerase YddE
KNJFBCIG_04068	CDS	645				hypothetical protein
KNJFBCIG_04069	CDS	894	trxB	1.8.1.9	COG0492	Thioredoxin reductase
KNJFBCIG_04070	CDS	474				hypothetical protein
KNJFBCIG_04071	CDS	807	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
KNJFBCIG_04072	CDS	3090	swrC_2		COG0841	Swarming motility protein SwrC
KNJFBCIG_04073	CDS	1116	mdtA_6			Multidrug resistance protein MdtA
KNJFBCIG_04074	CDS	618				hypothetical protein
KNJFBCIG_04075	CDS	198				hypothetical protein
KNJFBCIG_04076	CDS	402				hypothetical protein
KNJFBCIG_04077	CDS	1269	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
KNJFBCIG_04078	CDS	507			COG1733	putative HTH-type transcriptional regulator
KNJFBCIG_04079	CDS	1143	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
KNJFBCIG_04080	CDS	1734	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
KNJFBCIG_04081	CDS	1542	betT2		COG1292	Osmo-dependent choline transporter BetT2
KNJFBCIG_04082	CDS	2037				hypothetical protein
KNJFBCIG_04083	CDS	834	tauD_2	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
KNJFBCIG_04084	CDS	819	ssuC_3		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
KNJFBCIG_04085	CDS	792	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
KNJFBCIG_04086	CDS	1014	tauA		COG4521	Taurine-binding periplasmic protein
KNJFBCIG_04087	CDS	921	sfnC_3	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
KNJFBCIG_04088	CDS	282			COG0776	DNA-binding protein HRL53
KNJFBCIG_04089	CDS	597	mupP_2	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
KNJFBCIG_04090	CDS	870	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
KNJFBCIG_04091	CDS	1095				hypothetical protein
KNJFBCIG_04092	CDS	504				hypothetical protein
KNJFBCIG_04093	CDS	579		2.3.1.-	COG1670	Acetyltransferase
KNJFBCIG_04094	CDS	591		2.3.1.-	COG1670	Acetyltransferase
KNJFBCIG_04095	CDS	3639	bvgS_1	2.7.13.3		Virulence sensor protein BvgS
KNJFBCIG_04096	CDS	1179	rssB_3			Regulator of RpoS
KNJFBCIG_04097	CDS	630	bvgA_1			Virulence factors putative positive transcription regulator BvgA
KNJFBCIG_04098	CDS	1242	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
KNJFBCIG_04099	CDS	1350	rhlE_3	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
KNJFBCIG_04100	CDS	504				hypothetical protein
KNJFBCIG_04101	CDS	717				hypothetical protein
KNJFBCIG_04102	CDS	582	nicF	3.5.1.107	COG1335	Maleamate amidohydrolase
KNJFBCIG_04103	CDS	1095	sfnG	1.14.14.35		FMNH(2)-dependent dimethylsulfone monooxygenase
KNJFBCIG_04104	CDS	657				hypothetical protein
