locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKAIPODG_03261	CDS	186				hypothetical protein
IKAIPODG_03262	CDS	621	yibF		COG0625	putative GST-like protein YibF
IKAIPODG_03263	CDS	951	vgb	4.2.99.-		Virginiamycin B lyase
IKAIPODG_03264	CDS	858				hypothetical protein
IKAIPODG_03265	CDS	2415	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
IKAIPODG_03266	CDS	972	fecR_3		COG3712	Protein FecR
IKAIPODG_03267	CDS	519	fecI_5		COG1595	putative RNA polymerase sigma factor FecI
IKAIPODG_03268	CDS	750				hypothetical protein
IKAIPODG_03269	CDS	402				hypothetical protein
IKAIPODG_03270	CDS	570	yxaF_1			putative HTH-type transcriptional regulator YxaF
IKAIPODG_03271	CDS	1728	pucI_2		COG1953	putative allantoin permease
IKAIPODG_03272	CDS	927	pcpR_4			PCP degradation transcriptional activation protein
IKAIPODG_03273	CDS	477				hypothetical protein
IKAIPODG_03274	CDS	951	yhaJ_3			HTH-type transcriptional regulator YhaJ
IKAIPODG_03275	CDS	798	catD_3	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
IKAIPODG_03276	CDS	444				hypothetical protein
IKAIPODG_03277	CDS	2178	glcB	2.3.3.9	COG2225	Malate synthase G
IKAIPODG_03278	CDS	444				hypothetical protein
IKAIPODG_03279	CDS	516				hypothetical protein
IKAIPODG_03280	CDS	897	rarD_2		COG2962	Protein RarD
IKAIPODG_03281	CDS	975	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
IKAIPODG_03282	CDS	759	modE		COG2005	DNA-binding transcriptional dual regulator ModE
IKAIPODG_03283	CDS	321				hypothetical protein
IKAIPODG_03284	CDS	726				hypothetical protein
IKAIPODG_03285	CDS	294				hypothetical protein
IKAIPODG_03286	CDS	918	oxyR_1			Hydrogen peroxide-inducible genes activator
IKAIPODG_03287	CDS	759	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
IKAIPODG_03288	CDS	249	accB_2		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
IKAIPODG_03289	CDS	1377	accC_2	6.3.4.14	COG0439	Biotin carboxylase
IKAIPODG_03290	CDS	879	pxpB_3	3.5.2.9	COG2049	5-oxoprolinase subunit B
IKAIPODG_03291	CDS	978	pxpC_3	3.5.2.9	COG1984	5-oxoprolinase subunit C
IKAIPODG_03292	CDS	1083				hypothetical protein
IKAIPODG_03293	CDS	1008				hypothetical protein
IKAIPODG_03294	CDS	669	yadV_4			putative fimbrial chaperone YadV
IKAIPODG_03295	CDS	1059	bioB	2.8.1.6	COG0502	Biotin synthase
IKAIPODG_03296	CDS	1206	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
IKAIPODG_03297	CDS	723	bioH	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
IKAIPODG_03298	CDS	825	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
IKAIPODG_03299	CDS	687	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
IKAIPODG_03300	CDS	231				hypothetical protein
IKAIPODG_03301	CDS	1806	dmdC_3	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
IKAIPODG_03302	CDS	1797	dmdC_4	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
IKAIPODG_03303	CDS	1779	dmdC_5	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
IKAIPODG_03304	CDS	1482	nirS_1	1.7.2.1	COG2010	Nitrite reductase
IKAIPODG_03305	CDS	840	cysG_1		COG0007	Siroheme synthase
IKAIPODG_03306	CDS	1164	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
IKAIPODG_03307	CDS	516				hypothetical protein
IKAIPODG_03308	CDS	444				hypothetical protein
IKAIPODG_03309	CDS	525				hypothetical protein
IKAIPODG_03310	CDS	453				hypothetical protein
IKAIPODG_03311	CDS	1179				hypothetical protein
IKAIPODG_03312	CDS	360				hypothetical protein
IKAIPODG_03313	CDS	315	nirM		COG4654	Cytochrome c-551
IKAIPODG_03314	CDS	1707	nirS_2	1.7.2.1	COG2010	Nitrite reductase
IKAIPODG_03315	CDS	783	nirQ		COG0714	Denitrification regulatory protein NirQ
IKAIPODG_03316	CDS	573	qoxC	1.10.3.-		Quinol oxidase subunit 3
IKAIPODG_03317	CDS	258				hypothetical protein
IKAIPODG_03318	CDS	441	norC		COG2010	Nitric oxide reductase subunit C
IKAIPODG_03319	CDS	1398	norB	1.7.2.5	COG3256	Nitric oxide reductase subunit B
IKAIPODG_03320	CDS	1839				hypothetical protein
IKAIPODG_03321	CDS	195				hypothetical protein
IKAIPODG_03322	CDS	684	glxR_2		COG0664	CRP-like cAMP-activated global transcriptional regulator
IKAIPODG_03323	CDS	879	cynR_1			HTH-type transcriptional regulator CynR
IKAIPODG_03324	CDS	702	yiiM_1		COG2258	Protein YiiM
IKAIPODG_03325	CDS	237				hypothetical protein
IKAIPODG_03326	CDS	1182	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
IKAIPODG_03327	CDS	717				hypothetical protein
IKAIPODG_03328	CDS	273				hypothetical protein
IKAIPODG_03329	CDS	1491	malT_4			HTH-type transcriptional regulator MalT
IKAIPODG_03330	CDS	1290	puuB_6	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IKAIPODG_03331	CDS	555				hypothetical protein
IKAIPODG_03332	CDS	1026				hypothetical protein
IKAIPODG_03333	CDS	609	lemA_2		COG1704	Protein LemA
IKAIPODG_03334	CDS	582	dsbB_1			Disulfide bond formation protein B
IKAIPODG_03335	CDS	831				hypothetical protein
IKAIPODG_03336	CDS	387				hypothetical protein
IKAIPODG_03337	CDS	459				hypothetical protein
IKAIPODG_03338	CDS	420	yqjC			Protein YqjC
IKAIPODG_03339	CDS	969				hypothetical protein
IKAIPODG_03340	CDS	744	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
IKAIPODG_03341	CDS	1305		1.14.13.239		Carnitine monooxygenase reductase subunit
IKAIPODG_03342	CDS	1191	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
IKAIPODG_03343	CDS	1002	COQ3_5	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
IKAIPODG_03344	CDS	1998	tktA	2.2.1.1	COG0021	Transketolase 1
IKAIPODG_03345	CDS	1065				hypothetical protein
IKAIPODG_03346	CDS	798	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
IKAIPODG_03347	CDS	1062	epd_2	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
IKAIPODG_03348	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
IKAIPODG_03349	CDS	201				hypothetical protein
IKAIPODG_03350	CDS	342				hypothetical protein
IKAIPODG_03351	CDS	1065	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
IKAIPODG_03352	CDS	483				hypothetical protein
IKAIPODG_03353	CDS	426				hypothetical protein
IKAIPODG_03354	CDS	768		2.1.1.-	COG0500	putative methyltransferase
IKAIPODG_03355	CDS	1179			COG2081	putative protein
IKAIPODG_03356	CDS	489	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
IKAIPODG_03357	CDS	696	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
IKAIPODG_03358	CDS	354	yhaI		COG3152	Inner membrane protein YhaI
IKAIPODG_03359	CDS	912	mtrA_1			HTH-type transcriptional regulator MtrA
IKAIPODG_03360	CDS	339				hypothetical protein
IKAIPODG_03361	CDS	516				hypothetical protein
IKAIPODG_03362	CDS	159				hypothetical protein
IKAIPODG_03363	CDS	459				hypothetical protein
IKAIPODG_03364	CDS	471				hypothetical protein
IKAIPODG_03365	CDS	348				hypothetical protein
IKAIPODG_03366	CDS	615				hypothetical protein
IKAIPODG_03367	CDS	2727	impA	3.4.24.-		Immunomodulating metalloprotease
IKAIPODG_03368	CDS	336				hypothetical protein
IKAIPODG_03369	CDS	1122				hypothetical protein
IKAIPODG_03370	tRNA	77				tRNA-Met(cat)
IKAIPODG_03371	CDS	3738				hypothetical protein
IKAIPODG_03372	CDS	1854	rpoD		COG0568	RNA polymerase sigma factor RpoD
IKAIPODG_03373	CDS	1995	dnaG	2.7.7.-	COG0358	DNA primase
IKAIPODG_03374	CDS	450	yqeY		COG1610	putative protein YqeY
IKAIPODG_03375	CDS	216	rpsU		COG0828	30S ribosomal protein S21
IKAIPODG_03376	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
IKAIPODG_03377	CDS	570	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
IKAIPODG_03378	CDS	417	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
IKAIPODG_03379	CDS	543				hypothetical protein
IKAIPODG_03380	CDS	1233	cca		COG0617	Multifunctional CCA protein
IKAIPODG_03381	CDS	507				hypothetical protein
IKAIPODG_03382	CDS	1554				hypothetical protein
IKAIPODG_03383	CDS	1272				hypothetical protein
IKAIPODG_03384	CDS	1923				hypothetical protein
IKAIPODG_03385	CDS	333	glpE_1	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
IKAIPODG_03386	CDS	852	apaH_1	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
IKAIPODG_03387	CDS	381	apaG		COG2967	Protein ApaG
IKAIPODG_03388	CDS	807	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
IKAIPODG_03389	CDS	987	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
IKAIPODG_03390	CDS	1293	surA_2	5.2.1.8	COG0760	Chaperone SurA
IKAIPODG_03391	CDS	2790	lptD		COG1452	LPS-assembly protein LptD
IKAIPODG_03392	CDS	1017	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
IKAIPODG_03393	CDS	675	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
IKAIPODG_03394	CDS	759	djlA		COG1076	Co-chaperone protein DjlA
IKAIPODG_03395	CDS	1062				hypothetical protein
IKAIPODG_03396	CDS	2394	mltF_3	4.2.2.-		Membrane-bound lytic murein transglycosylase F
IKAIPODG_03397	CDS	633	uvrY		COG2197	Response regulator UvrY
IKAIPODG_03398	CDS	1035	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
IKAIPODG_03399	CDS	1110	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
IKAIPODG_03400	CDS	1047	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
IKAIPODG_03401	CDS	1248				hypothetical protein
IKAIPODG_03402	CDS	831	ydcV_2			Inner membrane ABC transporter permease protein YdcV
IKAIPODG_03403	CDS	675	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
IKAIPODG_03404	CDS	819	gph	3.1.3.18		Phosphoglycolate phosphatase
IKAIPODG_03405	CDS	1479	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
IKAIPODG_03406	CDS	315				hypothetical protein
IKAIPODG_03407	CDS	771	prtR_1		COG2932	HTH-type transcriptional regulator PrtR
IKAIPODG_03408	CDS	171				hypothetical protein
IKAIPODG_03409	CDS	201				hypothetical protein
IKAIPODG_03410	CDS	360				hypothetical protein
IKAIPODG_03411	CDS	354				hypothetical protein
IKAIPODG_03412	CDS	516				hypothetical protein
IKAIPODG_03413	CDS	558				hypothetical protein
IKAIPODG_03414	CDS	327				hypothetical protein
IKAIPODG_03415	CDS	888				hypothetical protein
IKAIPODG_03416	CDS	534				hypothetical protein
IKAIPODG_03417	CDS	2106				hypothetical protein
IKAIPODG_03418	CDS	441				hypothetical protein
IKAIPODG_03419	CDS	1161	gpFI_1			Putative prophage major tail sheath protein
IKAIPODG_03420	CDS	504				hypothetical protein
IKAIPODG_03421	CDS	345				hypothetical protein
IKAIPODG_03422	CDS	2238				hypothetical protein
IKAIPODG_03423	CDS	873				hypothetical protein
IKAIPODG_03424	CDS	207				hypothetical protein
IKAIPODG_03425	CDS	990				hypothetical protein
IKAIPODG_03426	CDS	630				hypothetical protein
IKAIPODG_03427	CDS	363				hypothetical protein
IKAIPODG_03428	CDS	258				hypothetical protein
IKAIPODG_03429	CDS	606	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
IKAIPODG_03430	CDS	1050	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
IKAIPODG_03431	CDS	837	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
IKAIPODG_03432	CDS	645	vfr		COG0664	Cyclic AMP receptor-like protein
IKAIPODG_03433	CDS	423	yhfA		COG1765	Protein YhfA
IKAIPODG_03434	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
IKAIPODG_03435	CDS	648	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
IKAIPODG_03436	CDS	234		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
IKAIPODG_03437	CDS	1482	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
IKAIPODG_03438	CDS	801				hypothetical protein
IKAIPODG_03439	CDS	1077				hypothetical protein
IKAIPODG_03440	CDS	969				hypothetical protein
IKAIPODG_03441	CDS	423				hypothetical protein
IKAIPODG_03442	CDS	1035	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
IKAIPODG_03443	CDS	720				hypothetical protein
IKAIPODG_03444	CDS	414				hypothetical protein
IKAIPODG_03445	CDS	351	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
IKAIPODG_03446	CDS	1092	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
IKAIPODG_03447	CDS	1440				hypothetical protein
IKAIPODG_03448	CDS	1200	tyrS_1	6.1.1.1	COG0162	Tyrosine--tRNA ligase
IKAIPODG_03449	CDS	153				hypothetical protein
IKAIPODG_03450	CDS	1038	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
IKAIPODG_03451	CDS	624	lptE			LPS-assembly lipoprotein LptE
IKAIPODG_03452	CDS	2622	leuS	6.1.1.4		Leucine--tRNA ligase
IKAIPODG_03453	CDS	432				hypothetical protein
IKAIPODG_03454	CDS	762				hypothetical protein
IKAIPODG_03455	CDS	1536	lnt_2	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
IKAIPODG_03456	CDS	840	corC		COG4535	Magnesium and cobalt efflux protein CorC
IKAIPODG_03457	CDS	483	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
IKAIPODG_03458	CDS	1023	ybeZ		COG1702	PhoH-like protein
IKAIPODG_03459	CDS	1341	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
IKAIPODG_03460	CDS	333				hypothetical protein
IKAIPODG_03461	CDS	549				hypothetical protein
IKAIPODG_03462	CDS	1284	hemL_2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
IKAIPODG_03463	CDS	630	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
IKAIPODG_03464	CDS	798	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
IKAIPODG_03465	CDS	2388	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
IKAIPODG_03466	CDS	648				hypothetical protein
IKAIPODG_03467	CDS	1650	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
IKAIPODG_03468	CDS	432		3.1.2.-	COG2050	Putative esterase
IKAIPODG_03469	CDS	1476	amn	3.2.2.4	COG0775	AMP nucleosidase
IKAIPODG_03470	CDS	567				hypothetical protein
IKAIPODG_03471	CDS	1086				hypothetical protein
IKAIPODG_03472	CDS	627	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
IKAIPODG_03473	CDS	393				hypothetical protein
IKAIPODG_03474	CDS	210				hypothetical protein
IKAIPODG_03475	CDS	510	lrp_3		COG1522	Leucine-responsive regulatory protein
IKAIPODG_03476	CDS	705				hypothetical protein
IKAIPODG_03477	CDS	897	fieF		COG0053	Ferrous-iron efflux pump FieF
IKAIPODG_03478	CDS	417				hypothetical protein
IKAIPODG_03479	CDS	2517	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
IKAIPODG_03480	CDS	408				hypothetical protein
IKAIPODG_03481	CDS	735				hypothetical protein
IKAIPODG_03482	CDS	1140				hypothetical protein
IKAIPODG_03483	CDS	837	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
IKAIPODG_03484	CDS	435				hypothetical protein
IKAIPODG_03485	CDS	657				hypothetical protein
IKAIPODG_03486	CDS	1095	sfnG	1.14.14.35		FMNH(2)-dependent dimethylsulfone monooxygenase
IKAIPODG_03487	CDS	582	sttH_2	3.5.2.19		Streptothricin hydrolase
IKAIPODG_03488	CDS	690				hypothetical protein
IKAIPODG_03489	CDS	504				hypothetical protein
IKAIPODG_03490	CDS	1350	rhlE_3	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
IKAIPODG_03491	CDS	1242	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
IKAIPODG_03492	CDS	630	bvgA_1			Virulence factors putative positive transcription regulator BvgA
IKAIPODG_03493	CDS	1179	rssB_2			Regulator of RpoS
IKAIPODG_03494	CDS	3639	bvgS_1	2.7.13.3		Virulence sensor protein BvgS
IKAIPODG_03495	CDS	591		2.3.1.-	COG1670	Acetyltransferase
IKAIPODG_03496	CDS	579		2.3.1.-	COG1670	Acetyltransferase
IKAIPODG_03497	CDS	1596				hypothetical protein
IKAIPODG_03498	CDS	870	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
IKAIPODG_03499	CDS	597	mupP_1	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
IKAIPODG_03500	CDS	282			COG0776	DNA-binding protein HRL53
IKAIPODG_03501	CDS	921	sfnC_1	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
IKAIPODG_03502	CDS	1014	tauA		COG4521	Taurine-binding periplasmic protein
IKAIPODG_03503	CDS	792	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
IKAIPODG_03504	CDS	819	ssuC_3		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
IKAIPODG_03505	CDS	834	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
IKAIPODG_03506	CDS	2037				hypothetical protein
IKAIPODG_03507	CDS	939	betT2		COG1292	Osmo-dependent choline transporter BetT2
IKAIPODG_03508	CDS	972	pstS		COG0226	Phosphate-binding protein PstS
IKAIPODG_03509	CDS	2286				hypothetical protein
IKAIPODG_03510	CDS	1677				hypothetical protein
IKAIPODG_03511	CDS	834	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
IKAIPODG_03512	CDS	729	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
IKAIPODG_03513	CDS	903	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
IKAIPODG_03514	CDS	900				hypothetical protein
IKAIPODG_03515	CDS	1341				hypothetical protein
IKAIPODG_03516	CDS	1332	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
IKAIPODG_03517	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
IKAIPODG_03518	CDS	384				hypothetical protein
IKAIPODG_03519	CDS	891	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
IKAIPODG_03520	CDS	537	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
IKAIPODG_03521	CDS	756	glcC		COG2186	Glc operon transcriptional activator
IKAIPODG_03522	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
IKAIPODG_03523	CDS	1080				hypothetical protein
IKAIPODG_03524	CDS	1227	lutA			Lactate utilization protein A
IKAIPODG_03525	CDS	402				hypothetical protein
IKAIPODG_03526	CDS	168	rubA1		COG1773	Rubredoxin-1
IKAIPODG_03527	CDS	168	rubA2		COG1773	Rubredoxin-2
IKAIPODG_03528	CDS	1155	alkT	1.18.1.1	COG1251	Rubredoxin-NAD(+) reductase
IKAIPODG_03529	CDS	273	hupB_2		COG0776	DNA-binding protein HU-beta
IKAIPODG_03530	CDS	393				hypothetical protein
IKAIPODG_03531	CDS	1410				hypothetical protein
IKAIPODG_03532	CDS	2076	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
IKAIPODG_03533	CDS	933	oxyR_2			Hydrogen peroxide-inducible genes activator
IKAIPODG_03534	CDS	852				hypothetical protein
IKAIPODG_03535	CDS	801	rhaS_6			HTH-type transcriptional activator RhaS
IKAIPODG_03536	CDS	621	rhtC_3		COG1280	Threonine efflux protein
IKAIPODG_03537	CDS	732				hypothetical protein
IKAIPODG_03538	CDS	381	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IKAIPODG_03539	CDS	2106	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
IKAIPODG_03540	CDS	267	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
IKAIPODG_03541	CDS	612	gmk	2.7.4.8	COG0194	Guanylate kinase
IKAIPODG_03542	CDS	864				hypothetical protein
IKAIPODG_03543	CDS	720	rph	2.7.7.56	COG0689	Ribonuclease PH
IKAIPODG_03544	CDS	372				hypothetical protein
IKAIPODG_03545	CDS	780	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
IKAIPODG_03546	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
IKAIPODG_03547	CDS	618				hypothetical protein
IKAIPODG_03548	CDS	465	ybgC_1	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
IKAIPODG_03549	CDS	390				hypothetical protein
IKAIPODG_03550	CDS	1395		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
IKAIPODG_03551	CDS	1278				hypothetical protein
IKAIPODG_03552	CDS	951				hypothetical protein
IKAIPODG_03553	CDS	1071				putative HTH-type transcriptional regulator
IKAIPODG_03554	CDS	906	argB	2.7.2.8	COG0548	Acetylglutamate kinase
IKAIPODG_03555	CDS	2607	glmM_2			Phosphoglucosamine mutase
IKAIPODG_03556	CDS	456	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
IKAIPODG_03557	CDS	1209	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
IKAIPODG_03558	CDS	675				hypothetical protein
IKAIPODG_03559	CDS	549				hypothetical protein
IKAIPODG_03560	CDS	1581	dppA_5		COG0747	Periplasmic dipeptide transport protein
IKAIPODG_03561	CDS	237	rpmB		COG0227	50S ribosomal protein L28
IKAIPODG_03562	CDS	156	rpmG		COG0267	50S ribosomal protein L33
IKAIPODG_03563	CDS	363				hypothetical protein
IKAIPODG_03564	CDS	1335	bauA_2	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
IKAIPODG_03565	CDS	1494	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
IKAIPODG_03566	CDS	1164	ycaD_3			putative MFS-type transporter YcaD
IKAIPODG_03567	CDS	1554	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
IKAIPODG_03568	CDS	1320	puuB_7	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IKAIPODG_03569	CDS	489	lrp_4		COG1522	Leucine-responsive regulatory protein
IKAIPODG_03570	CDS	2568				hypothetical protein
IKAIPODG_03571	CDS	192				hypothetical protein
IKAIPODG_03572	CDS	345				hypothetical protein
IKAIPODG_03573	CDS	1299	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
IKAIPODG_03574	CDS	354	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IKAIPODG_03575	CDS	1074	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
IKAIPODG_03576	CDS	549	puuR_3			HTH-type transcriptional regulator PuuR
IKAIPODG_03577	CDS	429				hypothetical protein
IKAIPODG_03578	CDS	1929		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
IKAIPODG_03579	CDS	573	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
IKAIPODG_03580	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
IKAIPODG_03581	CDS	2010	rep_2	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
IKAIPODG_03582	CDS	1677				hypothetical protein
IKAIPODG_03583	CDS	1467	mdtK_1		COG0534	Multidrug resistance protein MdtK
IKAIPODG_03584	CDS	918	gcvA_5			Glycine cleavage system transcriptional activator
IKAIPODG_03585	CDS	1050				hypothetical protein
IKAIPODG_03586	CDS	630			COG1292	Glycine betaine transporter
IKAIPODG_03587	CDS	735	xerC_4			Tyrosine recombinase XerC
IKAIPODG_03588	CDS	546				hypothetical protein
IKAIPODG_03589	tmRNA	353	ssrA			transfer-messenger RNA, SsrA
IKAIPODG_03590	CDS	879				hypothetical protein
IKAIPODG_03591	CDS	684				hypothetical protein
IKAIPODG_03592	CDS	942	bphD	3.7.1.8		2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
IKAIPODG_03593	CDS	834				hypothetical protein
IKAIPODG_03594	CDS	1020				putative HTH-type transcriptional regulator
IKAIPODG_03595	CDS	642	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
IKAIPODG_03596	CDS	714	yiaD		COG2885	putative lipoprotein YiaD
IKAIPODG_03597	CDS	915	yihG_2	2.3.-.-	COG0204	putative acyltransferase YihG
IKAIPODG_03598	CDS	2115	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
IKAIPODG_03599	CDS	1185	ackA_1	2.7.2.1	COG0282	Acetate kinase
IKAIPODG_03600	CDS	486	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
IKAIPODG_03601	CDS	483	btuE_2	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
IKAIPODG_03602	CDS	591	acuR			Transcriptional regulator AcuR
IKAIPODG_03603	CDS	1113		1.-.-.-		NADH oxidase
IKAIPODG_03604	CDS	960				hypothetical protein
IKAIPODG_03605	CDS	1221	mgtA_2	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
IKAIPODG_03606	CDS	624				hypothetical protein
IKAIPODG_03607	CDS	2193	plcN_2	3.1.4.3	COG3511	Non-hemolytic phospholipase C
IKAIPODG_03608	CDS	2013		3.5.1.23		Neutral ceramidase
IKAIPODG_03609	CDS	741	cysZ		COG2981	Sulfate transporter CysZ
IKAIPODG_03610	CDS	1986				hypothetical protein
IKAIPODG_03611	CDS	600	ahpC_3	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
IKAIPODG_03612	CDS	951		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
IKAIPODG_03613	CDS	420				hypothetical protein
IKAIPODG_03614	CDS	963	tdcB	4.3.1.19		L-threonine dehydratase catabolic TdcB
IKAIPODG_03615	CDS	1170	cbpD		COG3397	Chitin-binding protein CbpD
IKAIPODG_03616	CDS	624				hypothetical protein
IKAIPODG_03617	CDS	1395	fumC_2	4.2.1.2	COG0114	Fumarate hydratase class II
IKAIPODG_03618	CDS	1020				hypothetical protein
IKAIPODG_03619	CDS	504				hypothetical protein
